id;judul;isbn_issn;tahun_terbit;deskripsi;
1523;193 STRATEGI OPERASI INTELIJEN DENGAN MEMANFAATKAN TEKNOLOGI DRONE DI SATINDUK BAIS TNI;979000101;2020;Taskap yang dibuat dengan Judul 193 STRATEGI OPERASI INTELIJEN DENGAN MEMANFAATKAN TEKNOLOGI DRONE DI SATINDUK BAIS TNI.;5.000.000
1529;199 OPTIMALISASI PERAN KODIM1504 AMBON DALAM MENJAGA KEAMANAN DARI KONFLIK SARA DI WILAYAH AMBON;979000107;2020;Taskap yang dibuat dengan Judul 199 OPTIMALISASI PERAN KODIM1504 AMBON DALAM MENJAGA KEAMANAN DARI KONFLIK SARA DI WILAYAH AMBON.;5.000.000
1531;20 PERAN KOMSOS KODIM 1710 MIMIKA DALAM MENCEGAH TERJADINYA KONFLIK SOSIAL DI WILAYAH;979000109;2020;Taskap yang dibuat dengan Judul 20 PERAN KOMSOS KODIM 1710 MIMIKA DALAM MENCEGAH TERJADINYA KONFLIK SOSIAL DI WILAYAH.;5.000.000
1533;201 UPAYA PENCEGAHAN PELANGGARAN DESERSI PADA ANGGOTA DISPSIAD;979000111;2020;Taskap yang dibuat dengan Judul 201 UPAYA PENCEGAHAN PELANGGARAN DESERSI PADA ANGGOTA DISPSIAD.;5.000.000
1534;202 OPTIMALISASI PERAN SATKOWIL DALAM MEMBANTU PEMDA ACEH BARAT GUNA MENANGGULANGI BENCANA KEBAKARAN HUTAN DAN LAHAN;979000112;2020;Taskap yang dibuat dengan Judul 202 OPTIMALISASI PERAN SATKOWIL DALAM MEMBANTU PEMDA ACEH BARAT GUNA MENANGGULANGI BENCANA KEBAKARAN HUTAN DAN LAHAN.;5.000.000
1541;21 STRATEGI PENGGALANGAN APARAT TERITORIAL KODAM IM GUNA PENGUMPULAN SENJATA;979000119;2020;Taskap yang dibuat dengan Judul 21 STRATEGI PENGGALANGAN APARAT TERITORIAL KODAM IM GUNA PENGUMPULAN SENJATA.;3.000.000
1542;210 OPTIMALISASI KEMANDIRIAN INDUSTRI PERTAHANAN NASIONAL;979000120;2020;Taskap yang dibuat dengan Judul 210 OPTIMALISASI KEMANDIRIAN INDUSTRI PERTAHANAN NASIONAL.;4.000.000
1543;210 OPTIMALISASI PERAN DANSAT GUNA MENCEGAH DAMPAK NEGATIF GADGET SMARTPHONE DALAM RANGKA MENDUKUNG PENCAPAIAN TUGAS POKOK SATUAN (STUDI KASUS YONIF PARA RAIDER 501 BY);979000121;2020;Taskap yang dibuat dengan Judul 210 OPTIMALISASI PERAN DANSAT GUNA MENCEGAH DAMPAK NEGATIF GADGET SMARTPHONE DALAM RANGKA MENDUKUNG PENCAPAIAN TUGAS POKOK SATUAN (STUDI KASUS YONIF PARA RAIDER 501 BY).;4.000.000
1552;22 KONSEPSI KETAHANAN WILAYAH PERBATASAN DAN PULAU PULAU KECIL TERLUAR;979000130;2020;Taskap yang dibuat dengan Judul 22 KONSEPSI KETAHANAN WILAYAH PERBATASAN DAN PULAU PULAU KECIL TERLUAR.;5.000.000
1555;222 KONSEPSI PENGGUNAAN APLIKASI INFORMASI PERBEKALAN LOGISTK KEBUTUHAN PRAJURIT TNI AD GUNA PENINGKATAN KINERJA BEKANGAD;979000133;2020;Taskap yang dibuat dengan Judul 222 KONSEPSI PENGGUNAAN APLIKASI INFORMASI PERBEKALAN LOGISTK KEBUTUHAN PRAJURIT TNI AD GUNA PENINGKATAN KINERJA BEKANGAD.;5.000.000
1561;228 OPTIMALISASI PERAN DAN FUNGSI PEMBINAAN TERITORIAL KODIM 05;979000139;2020;Taskap yang dibuat dengan Judul 228 OPTIMALISASI PERAN DAN FUNGSI PEMBINAAN TERITORIAL KODIM 05.;5.000.000
1562;229 OPTIMALISASI PEMBINAAN MATSUS INTEL DENINTELDAM XVII CENDRAWASIH GUNA MENDUKUNG TUGAS;979000140;2020;Taskap yang dibuat dengan Judul 229 OPTIMALISASI PEMBINAAN MATSUS INTEL DENINTELDAM XVII CENDRAWASIH GUNA MENDUKUNG TUGAS.;5.000.000
1575;240 OPTIMALISASI LATIHAN POSKO I DENGAN MENGGUNAKAN SIMULASI TEMPUR DI SATUAN JAJARAN TNI AD;979000153;2020;Taskap yang dibuat dengan Judul 240 OPTIMALISASI LATIHAN POSKO I DENGAN MENGGUNAKAN SIMULASI TEMPUR DI SATUAN JAJARAN TNI AD.;5.000.000
1586;250 STRATEGI PEMBINAAN TERITORIAL DI KODIM 1611 BANDUNG DALAM MENGATASI PEREDARAN NARKOBA;979000164;2020;Taskap yang dibuat dengan Judul 250 STRATEGI PEMBINAAN TERITORIAL DI KODIM 1611 BANDUNG DALAM MENGATASI PEREDARAN NARKOBA.;5.000.000
1587;251 ANALISIS TERHADAP REMATERIALISASI ALUTSISTA SATUAN ARMED DI WILAYAH PERBATASAN GUNA MEWUJUDKAN EFEK TANGKAL YANG TANGGUH STUDI KASUS PERBATASA RI MALAYSIA;979000165;2020;Taskap yang dibuat dengan Judul 251 ANALISIS TERHADAP REMATERIALISASI ALUTSISTA SATUAN ARMED DI WILAYAH PERBATASAN GUNA MEWUJUDKAN EFEK TANGKAL YANG TANGGUH STUDI KASUS PERBATASA RI MALAYSIA.;5.000.000
1602;265 STRATEGI  MENANGKAL ANCAMAN SIBER DALAM RANGKA SISTEM PERTAHANAN SEMESTA SISHANTA;979000180;2020;Taskap yang dibuat dengan Judul 265 STRATEGI  MENANGKAL ANCAMAN SIBER DALAM RANGKA SISTEM PERTAHANAN SEMESTA SISHANTA.;4.000.000
1609;269 OPTIMALISASI TUGAS PERBANTUAN KODIM1509 LABUHA KEPADA PEMDA KABUPATEN HALMAHERA SELATAN DALAM PENANGGULANGAN BENCANA DI DAERAH;979000187;2020;Taskap yang dibuat dengan Judul 269 OPTIMALISASI TUGAS PERBANTUAN KODIM1509 LABUHA KEPADA PEMDA KABUPATEN HALMAHERA SELATAN DALAM PENANGGULANGAN BENCANA DI DAERAH.;3.000.000
1660;314 OPTIMALISASI PERAN PERSONEL KODIM 0410 KBL DALAM MENDUKUNG TUGAS POKOK;979000238;2020;Taskap yang dibuat dengan Judul 314 OPTIMALISASI PERAN PERSONEL KODIM 0410 KBL DALAM MENDUKUNG TUGAS POKOK.;5.000.000
1668;321 UPAYA MENINGKATKAN PROFESIONALITASME PRAJURIT BRIGADE INFANTERI;979000246;2020;Taskap yang dibuat dengan Judul 321 UPAYA MENINGKATKAN PROFESIONALITASME PRAJURIT BRIGADE INFANTERI.;5.000.000
1690;341 OPTIMALISASI PERAN DANSAR DALAM PENGAMANAN WILAYAH PERBATASAN INDONESIA DENGAN TIMOR LESTE DI SEKTOR BARAT TMOR TENGAH UTARA;979000268;2020;Taskap yang dibuat dengan Judul 341 OPTIMALISASI PERAN DANSAR DALAM PENGAMANAN WILAYAH PERBATASAN INDONESIA DENGAN TIMOR LESTE DI SEKTOR BARAT TMOR TENGAH UTARA.;4.000.000
1706;356 OPTIMALISASI KEMAMPUAN SDM APARAT INTEL KOREM MENGHADAPI TANTANGAN TUGAS MULTIDIMENSI;979000284;2020;Taskap yang dibuat dengan Judul 356 OPTIMALISASI KEMAMPUAN SDM APARAT INTEL KOREM MENGHADAPI TANTANGAN TUGAS MULTIDIMENSI.;5.000.000
1708;358 OPTIMALISASI GOOD GOVERNANCE UNTUK MEWUJUDKAN KONSISTENSI;979000286;2020;Taskap yang dibuat dengan Judul 358 OPTIMALISASI GOOD GOVERNANCE UNTUK MEWUJUDKAN KONSISTENSI.;5.000.000
1711;360 OPTIMALISASI PERAN KODIM 0102 PIEDE DALAM PENANGGULANGAN BENCANA ALAM DI DAERAH PIEDE;979000289;2020;Taskap yang dibuat dengan Judul 360 OPTIMALISASI PERAN KODIM 0102 PIEDE DALAM PENANGGULANGAN BENCANA ALAM DI DAERAH PIEDE.;5.000.000
1715;365 OPTIMALISASI LATIHAN KESIAPSIAGAAN BATALYON PRCPB KOSTARD GUNA PENANG;979000293;2020;Taskap yang dibuat dengan Judul 365 OPTIMALISASI LATIHAN KESIAPSIAGAAN BATALYON PRCPB KOSTARD GUNA PENANG.;5.000.000
1720;37 OPTMALSASI KESIAPAN AWAK DAN PENERAPAN TAKTIK SISTIM SENJATA RUDAL MISTRAL;979000298;2020;Taskap yang dibuat dengan Judul 37 OPTMALSASI KESIAPAN AWAK DAN PENERAPAN TAKTIK SISTIM SENJATA RUDAL MISTRAL.;5.000.000
1721;370 OPTIMALISASI KEMAMPUAN PERSONIL KODIM 0503JB DI BIDANG TEKNOLOGI INFORMASI IT DALAM RANGKA MENDUKUNG TUGAS POKOK TERITORIAL.;979000299;2020;Taskap yang dibuat dengan Judul 370 OPTIMALISASI KEMAMPUAN PERSONIL KODIM 0503JB DI BIDANG TEKNOLOGI INFORMASI IT DALAM RANGKA MENDUKUNG TUGAS POKOK TERITORIAL.;5.000.000
1722;370 OPTIMALISASI SATUAN BENGKEL PUSAT PERALATAN DITPALAD GUNA MENINGKATKAN PEMELIHARAAN;979000300;2020;Taskap yang dibuat dengan Judul 370 OPTIMALISASI SATUAN BENGKEL PUSAT PERALATAN DITPALAD GUNA MENINGKATKAN PEMELIHARAAN.;5.000.000
1725;374 OPTIMALISASI PERAN KODIM DALAM MENDUKUNG TERCAPAINYA KETAHANAN PANGAN NASIONAL;979000303;2020;Taskap yang dibuat dengan Judul 374 OPTIMALISASI PERAN KODIM DALAM MENDUKUNG TERCAPAINYA KETAHANAN PANGAN NASIONAL.;5.000.000
1743;394 IMPLEMENTASI PEMBINAAN PERSONEL PERWIRA PENERBANG GUNA MENINGKATKAN KESIAPAN OPERASIONAL PUSPENERBAD;979000321;2020;Taskap yang dibuat dengan Judul 394 IMPLEMENTASI PEMBINAAN PERSONEL PERWIRA PENERBANG GUNA MENINGKATKAN KESIAPAN OPERASIONAL PUSPENERBAD.;5.000.000
1761;41 DIKTATOR ZAMAN MODERN MENGEJAR AMBISI MENUAI TRAGEDI;9791043655;2007;Adolf Hitler termasuk diktator yang paling menjijikkan dan paling bengis sepanjang abad ke-20  bahkan mungkin sepanjang zaman. Selama 12 tahun menjadi diktator Jerman  dia telah memenjarakan dan membunuh lebih dari enam juta orang.;5.000.000
1767;413 PERAN SATKOWIL MELALUI METODE BINTER GUNA MENGATASI KONFLIK DI PAPUA;979000346;2020;Taskap yang dibuat dengan Judul 413 PERAN SATKOWIL MELALUI METODE BINTER GUNA MENGATASI KONFLIK DI PAPUA.;5.000.000
1779;425 OPTIMALISAI KEPEMIMPINAN NASIONAL MELALUI PENDIDIKAN KARAKTER BANGSA DI INDONESIA;979000358;2020;Taskap yang dibuat dengan Judul 425 OPTIMALISAI KEPEMIMPINAN NASIONAL MELALUI PENDIDIKAN KARAKTER BANGSA DI INDONESIA.;5.000.000
1807;54 UPAYA MENINGKATKAN EFEKTIVITAS PENANGANAN KONFLIK DI PAPUA MELALUI KESEJAHTERAAN;979000386;2020;Taskap yang dibuat dengan Judul 54 UPAYA MENINGKATKAN EFEKTIVITAS PENANGANAN KONFLIK DI PAPUA MELALUI KESEJAHTERAAN.;5.000.000
1808;55 PENINGKATAN KEMAMPUAN BENGANGAIR BENGPUSBEKANG DALAM PEMELIHARAAN DAN PERBAIKAN KAPAL KAPAL ADRI GUNA MENDUKUNG TUGAS POKOK TNI AD;979000387;2020;Taskap yang dibuat dengan Judul 55 PENINGKATAN KEMAMPUAN BENGANGAIR BENGPUSBEKANG DALAM PEMELIHARAAN DAN PERBAIKAN KAPAL KAPAL ADRI GUNA MENDUKUNG TUGAS POKOK TNI AD.;5.000.000
1810;57 MENINGKATKAN KUALITAS PERWIRA ZIDAM DALAM PERNCANAAN KONTRUKSI;979000389;2020;Taskap yang dibuat dengan Judul 57 MENINGKATKAN KUALITAS PERWIRA ZIDAM DALAM PERNCANAAN KONTRUKSI.;5.000.000
1811;58 PERAN PERWIRA PEMERIKSAAN MELALUI FUNGSI PENGAWASAN DAN PENGENDALIAN;979000390;2020;Taskap yang dibuat dengan Judul 58 PERAN PERWIRA PEMERIKSAAN MELALUI FUNGSI PENGAWASAN DAN PENGENDALIAN.;5.000.000
1813;60 OPTIMALISASI PERAN KODIM DALAM MENGATASI AKSI TERORISME DI INDONESIA;979000392;2020;Taskap yang dibuat dengan Judul 60 OPTIMALISASI PERAN KODIM DALAM MENGATASI AKSI TERORISME DI INDONESIA.;5.000.000
1815;62 IMPLEMENTASI KEPEMIMPINAN DANDENBEKANG GUNA MENINGKATKAN KINERJA PE;979000394;2020;Taskap yang dibuat dengan Judul 62 IMPLEMENTASI KEPEMIMPINAN DANDENBEKANG GUNA MENINGKATKAN KINERJA PE.;5.000.000
1836;82 PERAN KODIM 1007 BANJARMASIN MELALUI BINTER GUNA MENINGKATKAN KESADARAN BE;979000415;2020;Taskap yang dibuat dengan Judul 82 PERAN KODIM 1007 BANJARMASIN MELALUI BINTER GUNA MENINGKATKAN KESADARAN BE.;5.000.000
1840;86 OPTIMALISASI PERAN PERWIRA HUKUM TNI AD DALAM PENYELNGGARAAN DUKUNG HUKUM PADA TUGAS OPERASI MILITER;979000419;2020;Taskap yang dibuat dengan Judul 86 OPTIMALISASI PERAN PERWIRA HUKUM TNI AD DALAM PENYELNGGARAAN DUKUNG HUKUM PADA TUGAS OPERASI MILITER.;3.000.000
1844;90 ANALISIS PENERAPAN REFORMASI BIROKRASI DI KODAM XIV HASANUDIN GUNA MENDUKUNG TUGAS POKOK KODAM XIV HASANUDIN;979000423;2020;Taskap yang dibuat dengan Judul 90 ANALISIS PENERAPAN REFORMASI BIROKRASI DI KODAM XIV HASANUDIN GUNA MENDUKUNG TUGAS POKOK KODAM XIV HASANUDIN.;5.000.000
1845;91 OPTIMALISASI PELAKSANAAN TUGAS KODIM 0706 TEMANGGUNG DALAM TANGGAP DARURAT;979000424;2020;Taskap yang dibuat dengan Judul 91 OPTIMALISASI PELAKSANAAN TUGAS KODIM 0706 TEMANGGUNG DALAM TANGGAP DARURAT.;5.000.000
1846;92 UPAYA MENINGKATKAN PERAN PUSAT KESENJATAAN ARTILERI PERTAHANAN UDARA PUSSEN ARHANUD;979000425;2020;Taskap yang dibuat dengan Judul 92 UPAYA MENINGKATKAN PERAN PUSAT KESENJATAAN ARTILERI PERTAHANAN UDARA PUSSEN ARHANUD.;5.000.000
1847;93 OPTIMALISASI PENEGAKAN HUKUM DISIPLIN DAN TATA TERTIB DALAM RANGKA PEMBINAAN;979000426;2020;Taskap yang dibuat dengan Judul 93 OPTIMALISASI PENEGAKAN HUKUM DISIPLIN DAN TATA TERTIB DALAM RANGKA PEMBINAAN.;5.000.000
1848;94 OPTIMALISASI PERAN PMPP TNI DALAM RANGKA MENDUKUNG PELAKSANAAN MISI PEMELIHARAAN PERDAMAIAN PBB;979000427;2020;Taskap yang dibuat dengan Judul 94 OPTIMALISASI PERAN PMPP TNI DALAM RANGKA MENDUKUNG PELAKSANAAN MISI PEMELIHARAAN PERDAMAIAN PBB.;5.000.000
1849;95 PERAN RINDAM XIV HSN GUNA MENINGKATKAN KESADARAN BELA NEGARA GENERASI MUDA KOTA MAKASSAR DALAM RANGKA KETAHANAN NASIONAL;979000428;2020;Taskap yang dibuat dengan Judul 95 PERAN RINDAM XIV HSN GUNA MENINGKATKAN KESADARAN BELA NEGARA GENERASI MUDA KOTA MAKASSAR DALAM RANGKA KETAHANAN NASIONAL;5.000.000
1850;96 PERAN SATGAS PAMTAS DALAM MENJAGA PERBATASAN RI MALAYSIA DI KALIMANTAN UTARA DALAM RANGKA MENDUKUNG TUGAS POKOK TNI AD;979000429;2020;Taskap yang dibuat dengan Judul 96 PERAN SATGAS PAMTAS DALAM MENJAGA PERBATASAN RI MALAYSIA DI KALIMANTAN UTARA DALAM RANGKA MENDUKUNG TUGAS POKOK TNI AD.;5.000.000
1851;97 OPTIMALISASI TUGAS BABINSA KODIM 1714 PJ DALAM RANGKA MELAKSANAKAN PEMBINAAN;979000430;2020;Taskap yang dibuat dengan Judul 97 OPTIMALISASI TUGAS BABINSA KODIM 1714 PJ DALAM RANGKA MELAKSANAKAN PEMBINAAN.;5.000.000
1852;98 OPTIMALISASI KEMAMPUAN APKOWIL 0204 DS DALAM RANGKA MENDUKUNG TUGAS POKOK TNI AD;979000431;2020;Taskap yang dibuat dengan Judul 98 OPTIMALISASI KEMAMPUAN APKOWIL 0204 DS DALAM RANGKA MENDUKUNG TUGAS POKOK TNI AD.;5.000.000
1853;99 OPTIMALISASI BINTARA PELATIH SATDIK SECATA RINDAM IX UDAYANA DALAM MENINGKATKAN KUALITAS SERDIK DIKMATA;979000432;2020;Taskap yang dibuat dengan Judul 99 OPTIMALISASI BINTARA PELATIH SATDIK SECATA RINDAM IX UDAYANA DALAM MENINGKATKAN KUALITAS SERDIK DIKMATA.;5.000.000
1891;DASAR DASAR ORGANISASI DAN MANAJEMEN;9794500658;1939;Pada bagan-bagan organisasi yang lazim kita kenal biasanya hanya nampak deferensiasi daripada tugas-tugas individual masing-masing biro  bagian  sub bagian  dan lain-lain. Tapi masing-masing tugas ini dalam pelaksanaannya harus dihubungkan dengan prosedur yang berlaku dalam organisasi yang bersangkutan.;5.000.000
1892;DASAR DASAR ORGANISASI;9794202754;2006;Selama masa hidupnya orang lebih banyak berada dalam saling pengaruhnya dengan orang lain daripada menyendiri. Pada dasarnya orang tidak mampu hidup sendiri. hampir sebagian besar tujuannya hanya dapat terpenuhi apabila yang bersangkutan berhubungan dengan orang lain.;5.000.000
1897;DILEMA USAHA MANUSIA RASIONAL;979000481;1983;11 JULI 1916. Max Horkheimer menulis surat kepada Hans  saudara sepupunya  yang sedang tirah. Ketika itu Horkheimer baru 21 tahun dan menjadi direktur muda dari perusahaan ayahnya  pabrik Tenun Moriz Horkheimer  di Zuffenhausen. Isi suratnya tentang penderitaan nyonya Katharina Krammer  buruh wanita di pabriknya  yang tidak dapat bekerja lagi karena sakit ayan.;4.000.000
1906;FENOMENA KONFLIK DI INDONESIA DARI ACEH SAMPAI PAPUA;979000490;2006;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;4.000.000
1963;METODOLOGI PENELITIAN KUALITATIF, AKTUALISASI METODOLOGIS KE ARAH RAGAM VARIAN KONTEMPORER;9794218561;2006;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
1964;METODOLOGI PENELITIAN MEMBERIKAN BEKAL TEORETIS PADA MA;97952610710;2010;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
1974;NASKAH DEPARTEMEN MATA KULIAH FILSAFAT ILMU DAN METODOLOGI RISET;979000559;2015;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
1987;NASKAH DEPARTEMEN TENTANG MATA KULIAH TULISAN MILITER UNTUK PENDIDIKAN REGULER SEKOLAH STAF DAN KOMANDO;979000572;2015;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;4.000.000
2058;STATISTIKA UNTUK PENELITIAN;9,79E+12;2014;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
2069;TERORISME DI INDONESIA;9,79E+12;2012;Keterlibatan saya dalam penelitian teror berawal dari 14 kaset video berisi rekaman wawancara seorang wartawan film dokumenter freelance  Daniel Rudy Haryanto  terhadap empat orang terpidana Bom Bali 1 yaitu Imam Samudra  Amrozi  Gufron  dan Ali Imron.;5.000.000
2071;TRILOGI PRIBUMISME;9,79E+12;2018;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
2072;WILOPO 70 TAHUN;9,79E+11;1979;Purworejo adalah nama Ibukota Kabupaten di daerah Jawa Tengah bagian Selatan. Sebuah kota yang kecil saja;4.000.000
2123;NASKAH DEPARTEMEN MATA KULIAH TULISAN MILITER;9,79E+11;2015;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;4.500.000
2124;NASKAH DEPARTEMEN TENTANG MATA KULIAH OPERASI MILITER UNTUK PERANG (OMP) POKOK BAHASAN PERENCANAAN PENGAMBILAN KEPUTUSAN MILITER (PPKM BILTUS) UNTUK PENDIDIKAN REGULER SEKOLAH STAF DAN KOMANDO AD;9,79E+11;2015;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;4.750.000
2166;COVERSATIONS WITH GOD BUKU 3;9797980626;1998;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
2168;DEPRESI TINJAUAN PSIKOLOGIS;9,79E+12;2009;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
2171;DONT GIVE UP ( PAUL HANNA );9793758058;2005;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
2198;KOMPILASI PERATURAN PERUNDANG - UNDANGAN OPERASI MILITER PERANG DAN KONVENSI PENGGUNA;9,79E+11;2012;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
2224;PAMFLET TENTARA NASIONAL INDONESIA AD TENTANG GERILYA;9,79E+11;1979;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
2236;PERAN SATKOWIL BERSAMA KOMPONEN BANGSA UNTUK MEMBANTU PEMDA DALAM RANGKA PEMULIHAN EKONOMI;9,79E+11;2021;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
2267;Manajemen Penelitian Edisi Revisi;9,79E+12;2013;Bidang penelitian dewasa ini mendapat prioritas  terutama bagi mereka yang menginginkan penemuan-penemuan atau hal yang baru. Jika ditelaah lebih jauh  kegiatan penelitian dan segenap unsur yang terkait baik administrasi maupun metode-metode yang digunakan adalah kunci dari keberhasilan pengembangan ilmu pengetahuan yang diteliti.;4.000.000
2277;Edisi Kedua Ekonomi Indonesia_Hal Hill;9794216771;2002;Buku yang membahas tentang ekonomi Indonesia kontemporer lebih sedikit dibandingkan dengan India  Cina dan NIE Asia.;5.000.000
2294;ULBER SILALAHI METODE PENELITIAN SOSIAL PROF DR , BUDYATNA M A;9792551301;2006;Metode ilmiah atau metodologi ilmiah merupakan cara yang sahih dan andal untuk mendapatkan pengetahuan ilmiah.;5.000.000
2300;METODE PENELITIAN DALAM TEORI DAN PRAKTIK;9,79E+12;2011;Di dalam metodologi penelitian hukum dibahas metode-metode yang merupakan pendekatan praktis dalam setiap penelitian ilmiah.;5.000.000
2318;ORANG JAWA JADI TERORIS;9,79E+12;2011;Meski istilah teror dan terorisme baru mulai populer pada abad ke-18  fenomena yang ditunjukannya bukanlah baru.;5.000.000
2326;TULISAN MILITER TB SILALAHI;60072;2000;Pada saat-saat akhir tingkat III  kami psikotest untuk menentukan korps mana yang paling tepat kami geluti. Selesai psikotest saya yakin akan masuk infantri melihat bakat-bakat dan naluri saya;5.000.000
2327;AFTER SHOCK;9797318907;2004;Aku tidak ingat saat-saat membuka mata  tetapi yang sangat kuingat adalah saat mendengar sebuah jeritan  dan kemudian ibuku menangis histeris.;5.000.000
2341;METODE DAN TEKNIK MENYUSUN TESIS;9798433117;2014;Tesis adalah karya tulis ilmiah resmi dari akhir seorang mahasiswa dalam menyelesaikan Program Magister (S-2). Tesis merupakan bukti kemampuan yang bersangkutan dalam penelitian dan pengembangan ilmu pada salah satu bidang keilmuan tertentu.;5.000.000
2358;KOMPILASI PERATURAN PERUNDANG - UNDANGAN OPERASI MILITER SELAIN PERANG BUKU 11 BUKU 12 JILID VI;60084;2010;KOMPILASI PERATURAN PERUNDANG - UNDANGAN OPERASI MILITER SELAIN PERANG BUKU 11 BUKU 12 JILID VI;5.000.000
2377;PERLINDUNGAN HAK TERSANGKA,TERDAKWA,DAN KORBAN TINDAK PIDANA TERORISME DALAM SISTEM PERADILAN PIDANA INDONESIA;9791073813;2007;"Masalah terorisme memasuki abad ke-21 telah merupakan salah satu dari lima bentuk ancaman terhadap perdamaian dan keamanan dunia sebagaimana telah ditegaskan dalam Laporan High Panel tentang  Threats  Challenge  and Change"" (2004).""";5.000.000
2381;WAWASAN NUSANTARA (DALAM PENDIDIKAN DAN KEBUDAYAAN) BUKU III;60091;1981;WAWASAN NUSANTARA (DALAM PENDIDIKAN DAN KEBUDAYAAN) BUKU III;5.000.000
