id;user_id;judul;tahun_terbit;deskripsi;created_at
5783;3072;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 7 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS GUDANG PUSAT PERHUBUNGAN UJI COBA;2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 7 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS GUDANG PUSAT PERHUBUNGAN UJI COBA;06/03/23 21.49
4307;3115;Hukum Udara Nasional dan Internasional Publik;2012;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;07/03/23 12.45
5599;3090;Teori Hubungan Internasional;2020;Buku ini dirancang sebagai bahan ajar untuk mahasiswa yang menempuh mata kuliah teori HI. Buku-buku ajar dengan tema sejenis sebenarnya tersedia cukup melimpah.;08/03/23 10.00
5567;3090;Teori, Etika Dan Kebijakan Hubungan Internasional;1993;Ilmu adalah suatu kumpulan pengetahuan yang terarah dan terpadu menurut bidang telaahan tertentu  yang merupakan hasil pemikiran manusia.;08/03/23 10.01
5594;3090;Dasar-Dasar Hubungan International;2017;Studi Hubungan Internasional (HI) adalah bagian dari ilmu sosial (social science) sebagaimana halnya sosiologi  antropologi  ilmu komunikasi  ilmu ekonomi  ilmu politik  dan sebagainya.;08/03/23 10.02
5689;3115;Proxy Wars Suppressing Violence Through Local Agents;2019;After invading Iraq and removing Saddam Hussein from power in 2003  the United States raced to build a new government in Baghdad that would  in the hopes of the administration  be an ally in the global war on terror.;08/03/23 10.03
3915;3090;Hubungan Internasional di Asia Tenggara;2010;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;08/03/23 10.03
4417;3090;Hubungan Internasional Sistem, Interaksi dan Perilaku;1997;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;08/03/23 10.03
1439;3115;116 SINERGI PERAN KODIM 0506TCR UNTUK PENYELESAIAN KONFLIK SOSIAL DI WILAYAH DALAM RANGKA MENJAGA INTEGRITAS BANGSA;2020;Taskap yang dibuat dengan Judul 116 SINERGI PERAN KODIM 0506TCR UNTUK PENYELESAIAN KONFLIK SOSIAL DI WILAYAH DALAM RANGKA MENJAGA INTEGRITAS BANGSA.;08/03/23 10.07
1529;3115;199 OPTIMALISASI PERAN KODIM1504 AMBON DALAM MENJAGA KEAMANAN DARI KONFLIK SARA DI WILAYAH AMBON;2020;Taskap yang dibuat dengan Judul 199 OPTIMALISASI PERAN KODIM1504 AMBON DALAM MENJAGA KEAMANAN DARI KONFLIK SARA DI WILAYAH AMBON.;08/03/23 10.09
1531;3115;20 PERAN KOMSOS KODIM 1710 MIMIKA DALAM MENCEGAH TERJADINYA KONFLIK SOSIAL DI WILAYAH;2020;Taskap yang dibuat dengan Judul 20 PERAN KOMSOS KODIM 1710 MIMIKA DALAM MENCEGAH TERJADINYA KONFLIK SOSIAL DI WILAYAH.;08/03/23 10.12
5001;3115;Konflik Elite Politik di Pedesaan;2005;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;08/03/23 10.15
3780;3115;Mediasi Dan Resolusi Konflik Di Indonesia Dari Konflik Agama Hingga Mediasi Peradilan;2007;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;08/03/23 10.34
5772;3090;DAR MEMBONGKAR OPERASI PSIKOLOGI GERAKAN INTOLERANSI;2021;Pertama  seperti yang selalu saya tanamkan kepada taruna-taruni  saat saya menjabat sebagai Gubernur Akademi Militer (Akmil) di Magelang  nilai-nilai spiritualitas harus selalu jadi pegangan teguh. Karena spiritualitas akan menciptakan kesadaran tinggi terhadap nilai-nilai toleransi.;09/03/23 06.12
1424;3090;100 KESIAPSIAGAAN BEKANGDAM JAYA DALAM MANAJEMENT RISK APPROACH;2020;Taskap berjudul Kesiapsiagaan BEKANGDAM Jaya dalam management Risk Approach Penanggulangan Bencana di wilayah DKI Jakarta oleh Yudi Wibowo  S.sos.;09/03/23 06.13
5783;3118;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 7 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS GUDANG PUSAT PERHUBUNGAN UJI COBA;2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 7 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS GUDANG PUSAT PERHUBUNGAN UJI COBA;09/03/23 16.25
1853;3118;99 OPTIMALISASI BINTARA PELATIH SATDIK SECATA RINDAM IX UDAYANA DALAM MENINGKATKAN KUALITAS SERDIK DIKMATA;2020;Taskap yang dibuat dengan Judul 99 OPTIMALISASI BINTARA PELATIH SATDIK SECATA RINDAM IX UDAYANA DALAM MENINGKATKAN KUALITAS SERDIK DIKMATA.;09/03/23 16.27
1836;3118;82 PERAN KODIM 1007 BANJARMASIN MELALUI BINTER GUNA MENINGKATKAN KESADARAN BE;2020;Taskap yang dibuat dengan Judul 82 PERAN KODIM 1007 BANJARMASIN MELALUI BINTER GUNA MENINGKATKAN KESADARAN BE.;09/03/23 16.28
5772;3118;DAR MEMBONGKAR OPERASI PSIKOLOGI GERAKAN INTOLERANSI;2021;Pertama  seperti yang selalu saya tanamkan kepada taruna-taruni  saat saya menjabat sebagai Gubernur Akademi Militer (Akmil) di Magelang  nilai-nilai spiritualitas harus selalu jadi pegangan teguh. Karena spiritualitas akan menciptakan kesadaran tinggi terhadap nilai-nilai toleransi.;09/03/23 16.31
5785;3118;PERATURAN KEPALA STAFF ANGKATAN DARAT NOMOR 11 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PUSAT INTELIJEN TNI ANGKATAN DARAT UJI COBA;2022;PERATURAN KEPALA STAFF ANGKATAN DARAT NOMOR 11 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PUSAT INTELIJEN TNI ANGKATAN DARAT UJI COBA;09/03/23 16.32
5777;3118;PENILAIAN KETERAMPILAN KHUSUS JABATAN -2 RESIMEN ARHANUD;2022;PENILAIAN KETERAMPILAN KHUSUS JABATAN -2 RESIMEN ARHANUD;09/03/23 16.33
1555;3024;222 KONSEPSI PENGGUNAAN APLIKASI INFORMASI PERBEKALAN LOGISTK KEBUTUHAN PRAJURIT TNI AD GUNA PENINGKATAN KINERJA BEKANGAD;2020;Taskap yang dibuat dengan Judul 222 KONSEPSI PENGGUNAAN APLIKASI INFORMASI PERBEKALAN LOGISTK KEBUTUHAN PRAJURIT TNI AD GUNA PENINGKATAN KINERJA BEKANGAD.;09/03/23 23.45
1476;3024;15 OPTIMALISASI PERAN KANTOR ATASE PERTAHANAN RI DI AFRIKA SELATAN DALAM RANGKA MENGATASI GERAKAN PENDUKUNG FREE WEST PAPUA DI AFRIKA SELATAN;2020;Taskap yang dibuat dengan Judul 15 OPTIMALISASI PERAN KANTOR ATASE PERTAHANAN RI DI AFRIKA SELATAN DALAM RANGKA MENGATASI GERAKAN PENDUKUNG FREE WEST PAPUA DI AFRIKA SELATAN.;09/03/23 23.48
5775;3024;IKHTISAR SEJARAH TAHUNAN TNI AD TAHUN 2021;2022;IKHTISAR SEJARAH TAHUNAN TNI AD TAHUN 2021;09/03/23 23.50
1425;3024;101 IMPLEMENTASI KEPEMIMPINAN DANSECABA GUNA MENINGKATKAN MOTIVASI KERJA PRAJURIT;2020;Taskap yang dibuat dengan Judul 101 IMPLEMENTASI KEPEMIMPINAN DANSECABA GUNA MENINGKATKAN MOTIVASI KERJA PRAJURIT.;09/03/23 23.53
4491;3024;100 Tokoh Intelijen Dunia;2011;Hampir setiap negara memiliki badan-badan atau lembaga intelijen;
5769;3024;MEMBANGUN INTELIJEN PROFESIONAL DI INDONESIA;2022;Studi ini melanjutkan kajian reformasi intelijen di Indonesia pasca-Orde Baru.;09/03/23 23.54
4863;3024;100 Tokoh Paling Berpengaruh Sepanjang Masa;2005;Pada tahun 1978  ketika buku Hart  100 Tokoh Paling Berpengaruh Sepanjang Masa yang kontroversial pertama kali dipublikasikan  banyak kritik menolak Hart yang telah berani tidak hanya memilih siapa saja yang menurutnya paling berpengaruh sepanjang sejarah  tetapi juga menyusun peringkat berdasarkan seberapa pentingnya mereka.;09/03/23 23.59
1443;3024;12 OPTIMALISASI PENANGANAN KONFLIK VERTIKAL OLEH SATUAN KOPASSUS DI KABUPATEN PUNCAK JAYA PROVINSI PAPUA MELALUI PEMANFAATAN ALAT TEKNOLOGI DRONE DALAM RANGKA MENCEGAH DISINTEGRASI BANGSA;2020;Taskap yang dibuat dengan Judul 12 OPTIMALISASI PENANGANAN KONFLIK VERTIKAL OLEH SATUAN KOPASSUS DI KABUPATEN PUNCAK JAYA PROVINSI PAPUA MELALUI PEMANFAATAN ALAT TEKNOLOGI DRONE DALAM RANGKA MENCEGAH DISINTEGRASI BANGSA.;10/03/23 00.03
5779;3024;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 3 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DINAS KELAIKAN TNI ANGKATAN DARAT (ORGAS DISLAIKAD);2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 3 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DINAS KELAIKAN TNI ANGKATAN DARAT (ORGAS DISLAIKAD);10/03/23 05.02
5778;3024;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 2 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DIREKTORAT TOPOGRAFI TNI ANGKATAN DARAT (ORGAS DITTOPAD);2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 2 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DIREKTORAT TOPOGRAFI TNI ANGKATAN DARAT (ORGAS DITTOPAD);10/03/23 05.04
5301;3115;Doktrin TNI AD Kartika Eka Paksi;2018;Keputusan Panglima Tentara Nasional Indonesia Nomor Kep/184/II/2018 tentang Doktrin Tentara Nasional Indonesia Angkatan Darat Kartika Eka Paksi.;10/03/23 08.44
4297;3090;"Obrolan Nusantara: Menyambut Indonesia""""";2012;Udara politik di Indonesia semakin pengab dari waktu ke waktu. Rakyat menjadi kehilangan harapan untuk dapat menggapai hidup yang lebih sejahtera. Hampir semua lembaga publik sudah tidak dapat dipercaya.;10/03/23 08.54
5290;3092;Catatan Kecil Tentang Penelitian Dan Pengembangan Ilmu Pengetahuan;2007;Asas dan alasan apakah yang dapat menyebabkan bahwa pengetahuan bersifat ilmiah? Ciri pengetahuan ilmiah berkenaan dengan anggapan bahwa pengetahuan tersebut berlaku umum.;10/03/23 10.48
5772;3024;DAR MEMBONGKAR OPERASI PSIKOLOGI GERAKAN INTOLERANSI;2021;Pertama  seperti yang selalu saya tanamkan kepada taruna-taruni  saat saya menjabat sebagai Gubernur Akademi Militer (Akmil) di Magelang  nilai-nilai spiritualitas harus selalu jadi pegangan teguh. Karena spiritualitas akan menciptakan kesadaran tinggi terhadap nilai-nilai toleransi.;10/03/23 11.30
5776;3024;PEDOMAN SERTIFIKASI GURU MILITER LEMDIK JAJARAN TNI ANGKATAN DARAT;2022;PEDOMAN SERTIFIKASI GURU MILITER LEMDIK JAJARAN TNI ANGKATAN DARAT;10/03/23 11.31
5779;3113;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 3 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DINAS KELAIKAN TNI ANGKATAN DARAT (ORGAS DISLAIKAD);2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 3 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DINAS KELAIKAN TNI ANGKATAN DARAT (ORGAS DISLAIKAD);10/03/23 11.49
5772;3113;DAR MEMBONGKAR OPERASI PSIKOLOGI GERAKAN INTOLERANSI;2021;Pertama  seperti yang selalu saya tanamkan kepada taruna-taruni  saat saya menjabat sebagai Gubernur Akademi Militer (Akmil) di Magelang  nilai-nilai spiritualitas harus selalu jadi pegangan teguh. Karena spiritualitas akan menciptakan kesadaran tinggi terhadap nilai-nilai toleransi.;10/03/23 11.51
5752;3092;Seni Perang The Art Of War Sun Tzu Pusat Studi Strategi Kampanye Militer;2021;Seni perang Sun Tzu pada awalnya hampir tidak dikenal di Eropa hingga tahun 1782  ketika Joseph Amlot  seorang Pastor Jesuit Prancis yang tinggal di Tiongkok  memperoleh salinannya dan menerjemahkannya ke dalam bahasa Prancis.;10/03/23 14.23
5778;3113;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 2 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DIREKTORAT TOPOGRAFI TNI ANGKATAN DARAT (ORGAS DITTOPAD);2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 2 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DIREKTORAT TOPOGRAFI TNI ANGKATAN DARAT (ORGAS DITTOPAD);10/03/23 20.45
5761;3113;IKAHAN KILAS BALIK;2021;IKAHAN adalah Ikatan Alumni Pertahanan Indonesia-Australia yang memiliki keanggotaan terbuka untuk setiap personil TNI yang telah menyelesaikan pendidikan militer di Australia.;10/03/23 20.46
5669;3113;Urban Warfare in the Twenty-First Century;2021;I cannot remember precisely when it was. It may have been in 2001 or 2002  or it might have been in 2004 or 2005  after I had already started to work on the armed forces.;10/03/23 20.51
5637;3113;The Us Army War College Quarterly Parameters Vol 50 No 4;2021;Since the drawdown of combat action in Iraq and Afghanistan  suicide and self-inflicted injury account for more deaths annually across the armed forces than all other factors except accidents.;10/03/23 20.52
1587;3113;251 ANALISIS TERHADAP REMATERIALISASI ALUTSISTA SATUAN ARMED DI WILAYAH PERBATASAN GUNA MEWUJUDKAN EFEK TANGKAL YANG TANGGUH STUDI KASUS PERBATASA RI MALAYSIA;2020;Taskap yang dibuat dengan Judul 251 ANALISIS TERHADAP REMATERIALISASI ALUTSISTA SATUAN ARMED DI WILAYAH PERBATASAN GUNA MEWUJUDKAN EFEK TANGKAL YANG TANGGUH STUDI KASUS PERBATASA RI MALAYSIA.;10/03/23 21.00
3154;3113;Organisasi dan Tugas Pusat Kesenjataan Artileri Medan Kodiklat TNI AD (Orgas Pussenarmed Kodiklat TNI AD);2006;Organisasi dan Tugas Pusat Kesenjataan Artileri Medan Kodiklat TNI AD (Orgas Pussenarmed Kodiklat TNI AD);10/03/23 21.01
1236;3090;BUKU PETUNJUK PELAKSANAAN PEDOMAN PENYIAPAN SATUAN TNI AD UNTUK TUGAS PERDAMAIAN DUNIA;2009;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;10/03/23 21.55
5334;3090;Indonesia Dalam Sorotan Dunia;1996;Buku kecil ini merupakan hasil pemantauan dan penelitian kami dalam perjalanan keluar negeri sebagai Pendekar Pejuang Hak Asasi Manusia  yang sempat mengikuti Konperensi HAM-PBB dan berpidato di Forum Komisi-HAM PBB di Jenewa-Swiss  bulan Juli-Agustus 1993 dan mengikuti Latihan Kepemimpinan Kemasyarakatan dan Konperensi Internasional di Washington DC  Amerika Serikat  Agustus 1995.;10/03/23 21.56
4439;3090;PBB dulu Kini dan Esok;1990;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;10/03/23 21.58
4724;3131;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;12/03/23 09.32
4841;3131;100 Pemimpin Militer yang Berpengaruh di Dalam Sejarah Dunia;2007;100 Pemimpin Militer yang Berpengaruh di Dalam Sejarah Dunia adalah buku yang menarik tentang petualangan nyata dari para pahlawan pria dan wanita  strategi-strategi cerdas  dan para diktator jahat. Kumpulan biografi yang disusun secara kronologis  menyajikan fakta-fakta yang sering kali sangat kejam dan kemungkinan-kemungkinan luar biasa yang harus diatasi oleh para pemimpin untuk mencapai kemenangan dan bagaimana kontribusi mereka telah membentuk dunia yang kita tempati saat ini.;12/03/23 09.36
1512;3131;182 OPTIMALISASI PERAN KODIM 0624 BERSAMA PEMERINTAH DAERAH DAN MASYARAKAT DALAM MEMAJUKAN KETAHANAN PANGAN DI KABUPATEN BANDUNG;2020;Taskap yang dibuat dengan Judul 182 OPTIMALISASI PERAN KODIM 0624 BERSAMA PEMERINTAH DAERAH DAN MASYARAKAT DALAM MEMAJUKAN KETAHANAN PANGAN DI KABUPATEN BANDUNG.;12/03/23 09.37
1725;3131;374 OPTIMALISASI PERAN KODIM DALAM MENDUKUNG TERCAPAINYA KETAHANAN PANGAN NASIONAL;2020;Taskap yang dibuat dengan Judul 374 OPTIMALISASI PERAN KODIM DALAM MENDUKUNG TERCAPAINYA KETAHANAN PANGAN NASIONAL.;12/03/23 09.38
4540;3131;Kajian Tentang Peran TNI AD Dalam Mewujudkan Ketahanan Pangan Dan Energi Nasional ;2015;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;12/03/23 09.38
2788;3131;Ketahanan Pangan;2016;Ketahanan Pangan;12/03/23 09.39
5744;3090;Metode Penelitian Kuantitatif dan Kualitatif;2021;Penelitian merupakan salah satu karya dari bentuk pemahaman suatu ilmu tertentu. Seseorang dianggap memahami suatu ilmu  jika dia sudah pernah melakukan penelitian. Hal ini dilaksanakan dan ditempuh oleh seseorang selama masa jenjang pendidikan yang lebih tinggi.;12/03/23 12.40
5593;3090;Kepemimpinan Efektif Teori Penelitian Dan Praktek;2020;Setiap manusia adalah pemimpin  minimal memimpin dirinya sendiri. Oleh sebab itu  kepemimpinan adalah urusan setiap orang. Setiap pemimpin diminta pertanggungjawabannya kepada atasan yang mengangkatnya.;12/03/23 14.29
5780;3111;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 4 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PEMBEKALAN ANGKUTAN KOMANDO CADANGAN STRATEGIS TNI ANGKATAN DARAT;2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 4 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PEMBEKALAN ANGKUTAN KOMANDO CADANGAN STRATEGIS TNI ANGKATAN DARAT UJI COBA;12/03/23 18.33
1430;3090;107 OPTIMALISASI PERAN KODAM XII TANJUNGPURA DALAM MENGAMANKAN WILAYAH PERBATASAN RI-MALAYSIA DI PROVINSI KALIMANTAN BARAT;2020;Taskap yang dibuat dengan Judul 107 OPTIMALISASI PERAN KODAM XII TANJUNGPURA DALAM MENGAMANKAN WILAYAH PERBATASAN RI-MALAYSIA DI PROVINSI KALIMANTAN BARAT.;13/03/23 06.11
1555;3090;222 KONSEPSI PENGGUNAAN APLIKASI INFORMASI PERBEKALAN LOGISTK KEBUTUHAN PRAJURIT TNI AD GUNA PENINGKATAN KINERJA BEKANGAD;2020;Taskap yang dibuat dengan Judul 222 KONSEPSI PENGGUNAAN APLIKASI INFORMASI PERBEKALAN LOGISTK KEBUTUHAN PRAJURIT TNI AD GUNA PENINGKATAN KINERJA BEKANGAD.;13/03/23 06.12
4307;2993;Hukum Udara Nasional dan Internasional Publik;2012;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;13/03/23 14.22
4724;3000;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;13/03/23 20.06
5271;3000;Bencana Bencana Terdahsyat Sepanjang Sejarah;2010;Gempa dan tsunami di Aceh yang terjadi akhir 2004 silam menimbulkan duka mendalam bagi rakyat Aceh sendiri  dan juga seluruh rakyat Indonesia.;13/03/23 20.09
1392;3000;HARUS BISA SENI MEMIMPIN ALA SBY;2008;Pagi itu  tanggal 26 Desember 2004  satu hari setelah Natal  bermula sebagai hari yang biasa. Di Nabire Papua  rakyat sedang bersiap-siap melepas Presiden SBY dan Ibu Ani  yang semalam sebelumnya tidur di tenda setelah memberi bantuan kepada para korban gempa bumi.;13/03/23 20.11
5772;3000;DAR MEMBONGKAR OPERASI PSIKOLOGI GERAKAN INTOLERANSI;2021;Pertama  seperti yang selalu saya tanamkan kepada taruna-taruni  saat saya menjabat sebagai Gubernur Akademi Militer (Akmil) di Magelang  nilai-nilai spiritualitas harus selalu jadi pegangan teguh. Karena spiritualitas akan menciptakan kesadaran tinggi terhadap nilai-nilai toleransi.;13/03/23 20.14
1363;3090;10 SECRETS OF SUCCESSFUL LEADERS;2007;10 Secrets of Successful Leaders akan mengubah cara Anda berpikir tentang karier Anda  dan menunjukkan kepada Anda bagaimana menjadi pemimpin perusahaan yang dapat mendaki tangga sejauh yang Anda inginkan.;14/03/23 06.20
1478;3074;151 KONSPIRASI DUNIA PALING GILAN DAN MENCENGANGKAN;2012;Konspirasi merupakan kata yang akan membuat kita terbayang akan sebuah bentuk persekongkolan  permufakatan  atau komplotan yang bersifat rahasia dan dicap sebagai misteri di balik peristiwa-peristiwa kontroversial (bersifat menimbulkan perdebatan).;14/03/23 10.05
2530;3074;2 HIMPUNAN PERATURAN PERUNDANG UNDANGAN REPUBLIK INDONESIA TAHUN 2004;2005;Himpunan Peraturan Perundang-undangan Republik Indonesia tahun 2004;14/03/23 10.07
5769;3044;MEMBANGUN INTELIJEN PROFESIONAL DI INDONESIA;2022;Studi ini melanjutkan kajian reformasi intelijen di Indonesia pasca-Orde Baru.;15/03/23 08.21
5780;3044;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 4 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PEMBEKALAN ANGKUTAN KOMANDO CADANGAN STRATEGIS TNI ANGKATAN DARAT;2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 4 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PEMBEKALAN ANGKUTAN KOMANDO CADANGAN STRATEGIS TNI ANGKATAN DARAT UJI COBA;15/03/23 08.22
5768;3044;INTELIJEN DAN KEAMANAN NASIONAL DI INDONESIA PASCA - ORDE BARU;2022;Dunia Intelijen dewasa ini menghadapi tantangan besar akibat perubahan strategis di kawasan dan kemajuan pesat teknologi informasi.;15/03/23 08.22
5779;3044;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 3 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DINAS KELAIKAN TNI ANGKATAN DARAT (ORGAS DISLAIKAD);2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 3 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DINAS KELAIKAN TNI ANGKATAN DARAT (ORGAS DISLAIKAD);15/03/23 08.23
5771;3044;DAMAI DAN PERANG;2021;Damai dan perang menjadi kata yang akan terus-menerus hidup selama peradaban manusia berlangsung. Damai adalah di mana manusia hidup berdampingan  saling membantu antara satu manusia dengan manusia lainnya  antar suku  antar bangsa  dan antar perhimpunan negara-negara yang tersebar di berbagai belahan bumi.;15/03/23 08.24
5773;3044;SUPER HUMBLE;2022;Pemimpin yang baik itu dicintai anak buahnya  akan tetapi yang lebih baik lagi kalau Pemimpin itu mencintai anak buahnya. ;15/03/23 08.24
5778;3044;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 2 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DIREKTORAT TOPOGRAFI TNI ANGKATAN DARAT (ORGAS DITTOPAD);2022;PERATURAN KEPALA STAF ANGKATAN DARAT NOMOR 2 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS DIREKTORAT TOPOGRAFI TNI ANGKATAN DARAT (ORGAS DITTOPAD);15/03/23 08.24
5767;3044;TANAMAN OBAT PENYEMBUH AJAIB;2014;Pada zaman kita ini  kita perlu kembali kepada pengobatan alam  yakni penggunaan obat-obatan organik. Harga obat-obatan pabrik sangat tinggi.;15/03/23 08.25
5766;3044;SANKSI PAJAK BERBASIS PENERIMAAN NEGARA;2020;Dalam beberapa dasawarsa terakhir ini  harga minyak di pasaran dunia kerapkali mengalami fluktuasi baik yang disebabkan karena faktor-faktor ekonomi maupun di luar faktor-faktor ekonomi.;15/03/23 08.26
5764;3044;RANCANG BANGUN MODEL INTEGRATIF PENEGAKAN HUKUM TERHADAP KEJAHATAN KORPORASI DAN BISNIS;2022;Pada era revolusi industri ke-empat yang saat ini memasuki masa perkembangan metaverse  antara lain ditandai dengan adanya integrasi sistem teknologi informasi ke dalam business model.;15/03/23 08.26
5762;3044;KEDAULATAN PANGAN MARITIM DINAMIKA DAN PROBLEMATIKA;2016;Pangan merupakan kebutuhan dasar setiap manusia agar dapat bertahan hidup. Pengtingnya ketersediaan pangan bagi masyarakat satu negara menjadi upaya pemenuhannya adalah isu strategis setiap pemerintahan.;15/03/23 08.27
5761;3044;IKAHAN KILAS BALIK;2021;IKAHAN adalah Ikatan Alumni Pertahanan Indonesia-Australia yang memiliki keanggotaan terbuka untuk setiap personil TNI yang telah menyelesaikan pendidikan militer di Australia.;15/03/23 08.27
4724;3044;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;15/03/23 08.27
4297;3044;"Obrolan Nusantara: Menyambut Indonesia""""";2012;Udara politik di Indonesia semakin pengab dari waktu ke waktu. Rakyat menjadi kehilangan harapan untuk dapat menggapai hidup yang lebih sejahtera. Hampir semua lembaga publik sudah tidak dapat dipercaya.;15/03/23 08.28
5785;3044;PERATURAN KEPALA STAFF ANGKATAN DARAT NOMOR 11 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PUSAT INTELIJEN TNI ANGKATAN DARAT UJI COBA;2022;PERATURAN KEPALA STAFF ANGKATAN DARAT NOMOR 11 TAHUN 2022 TENTANG ORGANISASI DAN TUGAS PUSAT INTELIJEN TNI ANGKATAN DARAT UJI COBA;15/03/23 08.28
